flowLength,duration,accessFreq,risk_level
152,0,5476,低风险
216,0,1922,低风险
105,0,147,低风险
306,0,1380,低风险
193,0,12164,低风险
4263,2,365,低风险
45,0,45,低风险
146,315,105,低风险
337,0,1949,低风险
214,0,310,低风险
1183,1,332,低风险
211,0,2251,低风险
277,0,9463,低风险
30,0,0,低风险
343,0,1408,低风险
91,0,0,低风险
66,0,18,低风险
1874,0,0,低风险
196,0,16143,低风险
256,0,15968,低风险
293,0,13599,低风险
7196,0,0,低风险
33,0,0,低风险
226,0,1522,低风险
1153,0,0,低风险
333,0,864,低风险
294,0,18177,低风险
209,0,2445,低风险
59,0,0,低风险
290,0,2194,低风险
1863,1,331,低风险
193,0,767,低风险
42,0,42,低风险
12,0,226,低风险
195,0,605,低风险
900,0,337,低风险
164,0,4559,低风险
215,0,1761,低风险
2602,1,330,低风险
0,0,0,低风险
45,0,121,低风险
228,0,269,低风险
48,0,48,低风险
0,0,0,低风险
887,0,278,低风险
1543,6,325,低风险
297,0,1433,低风险
45,0,75,低风险
46,28,46,低风险
105,0,147,低风险
208,0,6530,低风险
30,0,0,低风险
248,23,774,低风险
319,0,1338,低风险
147,0,0,低风险
254,0,3497,低风险
2455,0,333,低风险
337,0,664,低风险
30,0,0,低风险
213,0,603,低风险
213,0,122,低风险
354,0,1875,低风险
309,0,306,低风险
26,0,0,低风险
889,0,367,低风险
78,0,0,低风险
216,0,1651,低风险
183,0,0,低风险
1874,0,0,低风险
316,0,1054,低风险
147,0,0,低风险
292,0,318,低风险
197,0,1259,低风险
45,0,135,低风险
266,0,7546,低风险
1369,0,333,低风险
211,0,294,低风险
359,0,2118,低风险
0,0,0,低风险
307,0,7712,低风险
224,0,5024,低风险
0,0,0,低风险
158,0,4030,低风险
1754,0,328,低风险
309,0,742,低风险
187,0,887,低风险
316,0,1382,低风险
199,0,3413,低风险
215,0,2735,低风险
247,0,2431,低风险
44,0,128,低风险
313,0,3247,低风险
2056,0,0,低风险
319,0,302,低风险
2194619,4,0,低风险
339,0,684,低风险
246,0,1600,低风险
213,0,900,低风险
200,0,3119,低风险
46,0,131,低风险
204768,0,332,低风险
4539,0,0,低风险
937,0,333,低风险
232,0,2012,低风险
279,0,494,低风险
145,0,13236,低风险
9,0,38,低风险
295,0,703,低风险
291,0,2669,低风险
46,0,127,低风险
8766,0,0,低风险
752,1,345,低风险
2143,1,328,低风险
352,0,8260,低风险
987,0,359,低风险
219,0,511,低风险
333,0,10861,低风险
246,0,346,低风险
230,0,620,低风险
305,0,1380,低风险
207,0,885,低风险
146,10340,105,低风险
43,0,132,低风险
516,0,4,低风险
234,0,1075,低风险
45,0,123,低风险
737,4,334,低风险
281,0,406,低风险
146,0,3846,低风险
865,0,453,低风险
246,0,4686,低风险
104,0,0,低风险
221,0,294,低风险
2597,6,331,低风险
227,0,20791,低风险
312,0,7764,低风险
218,0,20131,低风险
147,0,0,低风险
224,0,1998,低风险
255,3,37867,低风险
324,0,10647,低风险
637,0,0,低风险
70,0,0,低风险
41,0,73,低风险
325,0,185,低风险
46,0,146,低风险
232,0,12268,低风险
45,0,139,低风险
147,0,0,低风险
105,0,0,低风险
342,0,1555,低风险
43,0,116,低风险
241,0,658,低风险
322,0,656,低风险
234,0,1707,低风险
209,0,1093,低风险
319,0,583,低风险
0,0,0,低风险
285,0,3999,低风险
44,0,133,低风险
237,0,5939,低风险
235,0,1889,低风险
2143,0,331,低风险
216,0,710,低风险
147,0,0,低风险
203,0,481,低风险
383,0,0,低风险
2194619,2,0,低风险
321,0,2006,低风险
215,0,2288,低风险
43,0,125,低风险
1537,0,328,低风险
33,0,88,低风险
182,0,0,低风险
304,0,1762,低风险
323,0,11111,低风险
0,0,0,低风险
297,0,1442,低风险
44,0,69,低风险
0,0,0,低风险
339,0,1164,低风险
46,0,75,低风险
0,0,0,低风险
245,0,0,低风险
271,0,10462,低风险
278,0,5651,低风险
193,0,12164,低风险
49,0,285,低风险
107,0,408,低风险
232,0,5309,低风险
125,0,236,低风险
0,0,20256,低风险
252,0,8260,低风险
337,0,1535,低风险
12,0,0,低风险
0,0,0,低风险
337,0,1173,低风险
45,0,82,低风险
154,0,12990,低风险
48,0,48,低风险
295,0,2966,低风险
29,0,29,低风险
296,0,1497,低风险
44,0,44,低风险
236,0,357,低风险
213,0,7203,低风险
46,0,132,低风险
44,0,44,低风险
269,0,9317,低风险
203,0,4104,低风险
3798,0,583,低风险
223,0,1139,低风险
358,0,3781,低风险
105,0,147,低风险
292,0,23238,低风险
311,0,293,低风险
0,0,0,低风险
0,0,0,低风险
160,0,4437,低风险
1451,0,373,低风险
199,0,30328,低风险
46,0,135,低风险
284,0,657,低风险
193,0,2969,低风险
45,0,130,低风险
105,0,145,低风险
179,0,816,低风险
3843,0,333,低风险
3001,0,640,低风险
217,0,13389,低风险
210,0,1801,低风险
40,0,40,低风险
0,0,0,低风险
201,0,4364,低风险
0,0,0,低风险
641,0,0,低风险
38,3,130,低风险
851,0,479,低风险
197,0,873,低风险
37,0,0,低风险
8737,0,0,低风险
516,0,4,低风险
938,33,2720,低风险
2289,3,332,低风险
267,0,11798,低风险
211,0,1696,低风险
106,9,1423,低风险
30,0,90,低风险
59,0,0,低风险
294,0,18177,低风险
0,0,0,低风险
312,0,1592,低风险
0,0,0,低风险
163,0,19076,低风险
1038,0,330,低风险
2931,0,326,低风险
298,0,4930,低风险
217,0,13110,低风险
199,0,19835,低风险
45,0,135,低风险
268,0,4175,低风险
64,0,0,低风险
324,0,344,低风险
220,0,184,低风险
105,0,146,低风险
211,0,3712,低风险
0,0,0,低风险
0,0,0,低风险
1273,2,367,低风险
44,0,128,低风险
175337,0,0,低风险
254,0,390,低风险
105,0,146,低风险
466,0,3177,低风险
332,0,887,低风险
373,0,1575,低风险
204,0,633,低风险
39,0,39,低风险
0,0,0,低风险
105,0,147,低风险
319,0,498,低风险
334,0,382,低风险
2881,0,0,低风险
10,0,39,低风险
261,0,391,低风险
318,22,1054,低风险
313,0,55704,低风险
0,0,0,低风险
45,0,133,低风险
0,0,0,低风险
0,0,0,低风险
298,0,1241,低风险
146,2603,105,低风险
242,0,1735,低风险
338,0,392,低风险
45,0,76,低风险
309,0,2698,低风险
320,0,420,低风险
0,0,0,低风险
2381,0,326,低风险
1184,1,280,低风险
317,0,1571,低风险
45,0,67,低风险
214,0,480,低风险
1153,0,0,低风险
1483,1,363,低风险
146,4610,105,低风险
1874,0,0,低风险
212,0,882,低风险
147,8122,105,低风险
44,0,44,低风险
230,0,52465,低风险
260,0,2198,低风险
0,0,0,低风险
0,0,0,低风险
236,0,15777,低风险
314,0,2527,低风险
226,0,1195,低风险
278,0,1761,低风险
199,0,530,低风险
10073,0,0,低风险
44,0,44,低风险
46,0,129,低风险
286,0,1425,低风险
46,0,75,低风险
346,0,1943,低风险
2096,0,421,低风险
289,0,174,低风险
46,0,46,低风险
196,0,857,低风险
202,0,1352,低风险
196,0,5670,低风险
211,0,2251,低风险
200,0,468,低风险
6,10,139,低风险
46,0,135,低风险
215,0,1761,低风险
145,0,532,低风险
45,0,148,低风险
1759,1,334,低风险
147,3735,105,低风险
232,0,64983,低风险
250,0,8467,低风险
224,0,1636,低风险
8,0,222,低风险
12,0,0,低风险
210,0,955,低风险
208,0,524,低风险
9311,0,0,低风险
379,0,1669,低风险
179,103,24566,低风险
339,0,1164,低风险
326,0,1639,低风险
182,0,886,低风险
42,0,42,低风险
254,0,732,低风险
1293,9,325,低风险
0,0,4,低风险
229,0,855,低风险
221,0,14561,低风险
201,0,2435,低风险
337,0,1493,低风险
234,0,685,低风险
258,0,11758,低风险
206,0,1286,低风险
224,0,1546,低风险
315,0,599,低风险
213,0,1713,低风险
147,465,105,低风险
45,0,45,低风险
1378,0,0,低风险
2194619,2,0,低风险
303,0,2239,低风险
346,0,570,低风险
44,0,115,低风险
317,0,2186,低风险
293,0,296,低风险
771,0,374,低风险
298,0,947,低风险
147,2708,105,低风险
10,0,139,低风险
327,0,270,低风险
297,0,324,低风险
1038,0,332,低风险
176,0,925,低风险
316,0,505,低风险
282,0,3200,低风险
192,0,950,低风险
36,0,0,低风险
0,0,0,低风险
44,0,69,低风险
333,0,1326,低风险
333,0,5369,低风险
858,6552,5503,低风险
641,0,0,低风险
64,0,0,低风险
46,0,46,低风险
325,0,3636,低风险
4189,0,0,低风险
296,0,1484,低风险
45,0,135,低风险
105,0,145,低风险
286,0,20424,低风险
251,0,13491,低风险
304,0,11472,低风险
1363,0,0,低风险
30,0,0,低风险
374,0,267,低风险
162,0,8378,低风险
147,3049,105,低风险
3775,0,0,低风险
249,0,484,低风险
306,0,1380,低风险
231,0,2842,低风险
30,0,0,低风险
202,0,1923,低风险
45,0,45,低风险
678,0,478,低风险
308,0,5166,低风险
225,0,16193,低风险
275,0,833,低风险
320,0,4760,低风险
364,0,513,低风险
222,0,539,低风险
218,0,683,低风险
186,0,8658,低风险
0,0,0,低风险
241,0,443,低风险
221,0,1408,低风险
146,7070,105,低风险
46,0,128,低风险
301,0,310,低风险
277,0,308,低风险
1930,0,279,低风险
516,0,4,低风险
252,0,1133,低风险
105,0,147,低风险
333,0,492,低风险
280,0,912,低风险
311,0,293,低风险
276,0,0,低风险
314,0,1614,低风险
261,0,240,低风险
7665876,2289,1281000,低风险
190,0,29363,低风险
350,0,280,低风险
105,0,147,低风险
287,0,1432,低风险
59,0,0,低风险
105,0,147,低风险
235,0,2523,低风险
226,0,2663,低风险
44,0,133,低风险
4539,0,0,低风险
185,0,383,低风险
43,0,146,低风险
3270,0,332,低风险
491,0,0,低风险
354,0,2085,低风险
204,0,377,低风险
641,0,0,低风险
246,0,692,低风险
978,1,334,低风险
201,0,19572,低风险
0,0,0,低风险
1436,0,433,低风险
0,0,0,低风险
219,0,1407,低风险
1156,1,521,低风险
44,0,133,低风险
0,0,0,低风险
323,0,3581,低风险
134,0,44,低风险
279,0,255,低风险
88,0,0,低风险
1403,1,337,低风险
291,0,574,低风险
251,14608,38322,低风险
32,0,0,低风险
265,0,2862,低风险
2194619,2,0,低风险
265,0,309,低风险
105,0,147,低风险
10,0,37,低风险
296,0,554,低风险
217,0,790,低风险
312,0,882,低风险
979,0,329,低风险
219,0,608,低风险
637,0,0,低风险
44,0,44,低风险
298,0,356,低风险
238,0,646,低风险
320,0,520,低风险
318,0,1342,低风险
43,0,74,低风险
213,0,1400,低风险
46,0,86,低风险
12286,0,0,低风险
220,0,1158,低风险
321,0,14779,低风险
312,0,16060,低风险
1139,2,331,低风险
95,19,42,低风险
192,0,248,低风险
278,0,7227,低风险
7,0,363,低风险
209,0,2071,低风险
984,0,337,低风险
1171,1,332,低风险
43,0,129,低风险
334,0,15650,低风险
210,0,9076,低风险
44,0,127,低风险
236,0,819,低风险
355,0,2761,低风险
146,2586,105,低风险
264,0,2825,低风险
342,0,453,低风险
292,0,246,低风险
43,0,79,低风险
348,0,2280,低风险
188,136,38126,低风险
1323,0,332,低风险
5891,0,0,低风险
44,0,118,低风险
35,0,95,低风险
296,0,1484,低风险
0,0,4,低风险
193,0,28696,低风险
284,0,9847,低风险
11,0,0,低风险
9,0,141,低风险
410,0,6726,低风险
0,0,0,低风险
196,0,16143,低风险
298,0,784,低风险
334,318,281,低风险
1340,1,364,低风险
3057,1,343,低风险
14052,0,0,低风险
146,0,0,低风险
4170,0,329,低风险
229,0,900,低风险
339,0,684,低风险
2146,1,332,低风险
30,0,0,低风险
216,0,655,低风险
1191,0,3023,低风险
259,0,295,低风险
164,0,9785,低风险
641,0,0,低风险
46,0,139,低风险
278,0,7958,低风险
1179,29,328,低风险
45,0,132,低风险
965,0,0,低风险
245,0,188,低风险
253,0,1487,低风险
327,0,1817,低风险
0,0,0,低风险
308,0,553,低风险
1473,27,4152,低风险
567,0,0,低风险
207,0,1588,低风险
372,0,415,低风险
48,45,45,低风险
227,0,9703,低风险
154,0,12990,低风险
306,0,1380,低风险
194,0,679,低风险
301,0,392,低风险
516,0,4,低风险
105,14,145,低风险
2672,58,325,低风险
159,0,21375,低风险
237,0,3355,低风险
0,0,0,低风险
313,0,25519,低风险
1496,35,4152,低风险
0,0,0,低风险
342,0,12009,低风险
285,0,619,低风险
207,0,3090,低风险
319,0,4143,低风险
226,0,1787,低风险
300,0,1380,低风险
338,0,664,低风险
157,0,607,低风险
216,0,720,低风险
288,0,421,低风险
303,0,555,低风险
199,0,10449,低风险
213,0,4663,低风险
3468,0,0,低风险
210,0,2446,低风险
203,0,1745,低风险
231,0,2239,低风险
235,0,439,低风险
236,0,7610,低风险
344,0,1247,低风险
150,0,6818,低风险
332,0,29468,低风险
282,0,8544,低风险
43,0,76,低风险
200,0,267,低风险
254,0,943,低风险
46,0,143,低风险
207,0,342,低风险
0,0,0,低风险
211,0,24786,低风险
157,0,3990,低风险
2645,0,332,低风险
9,0,0,低风险
1191,0,3023,低风险
44,0,115,低风险
42,0,70,低风险
311,0,2271,低风险
2039,10,335,低风险
175337,0,0,低风险
1358,0,329,低风险
9178,0,0,低风险
105,0,146,低风险
298,0,2809,低风险
201,0,1464,低风险
337,0,255,低风险
193,0,12164,低风险
213,0,3125,低风险
46,0,144,低风险
210,0,1117,低风险
281,0,17449,低风险
146,3487,105,低风险
339,0,1164,低风险
42,0,42,低风险
194,0,6396,低风险
1266,5,330,低风险
45,0,140,低风险
45,0,135,低风险
300,0,760,低风险
46,0,136,低风险
289,0,1080,低风险
252,0,1628,低风险
217,0,821,低风险
188,0,1291,低风险
224,0,4414,低风险
147,12202,105,低风险
30,0,0,低风险
349,0,1719,低风险
44,0,69,低风险
248,0,1374,低风险
1553,1,329,低风险
45,0,115,低风险
748,0,0,低风险
59,0,0,低风险
44,0,133,低风险
190,0,244,低风险
0,0,0,低风险
237,0,11283,低风险
210,0,1425,低风险
343,0,520,低风险
2225,1,364,低风险
328,81,189,低风险
45,0,110,低风险
2297,0,336,低风险
2302,0,332,低风险
342,0,453,低风险
338,24,1054,低风险
30,0,0,低风险
874,1,333,低风险
1258,2,359,低风险
268,0,2238,低风险
203,0,1560,低风险
2194619,2,0,低风险
288,0,2881,低风险
203,0,56215,低风险
295,23,903,低风险
299,0,181,低风险
1690,0,0,低风险
42,0,42,低风险
43,0,73,低风险
181,0,0,低风险
147,0,147,低风险
226,0,2431,低风险
330,0,4793,低风险
325,0,1724,低风险
342,0,253,低风险
78,0,0,低风险
321,0,3683,低风险
308,0,4504,低风险
214,0,3011,低风险
234,0,5280,低风险
336,0,2710,低风险
2881,0,0,低风险
296,0,1511,低风险
0,0,0,低风险
240,0,308,低风险
319,0,3432,低风险
43,0,126,低风险
748,0,0,低风险
1970,0,401,低风险
306,0,541,低风险
45,0,121,低风险
44,0,76,低风险
634,666,20143,低风险
380,0,1398,低风险
45,0,135,低风险
213,0,188,低风险
46,0,46,低风险
145,8220,105,低风险
359,0,2282,低风险
105,0,0,低风险
207,0,3018,低风险
44,0,137,低风险
250,0,2577,低风险
167,0,709,低风险
0,0,0,低风险
289,0,1080,低风险
224,0,4835,低风险
235,0,1075,低风险
626,0,388,低风险
43,0,107,低风险
102,0,102,低风险
358,0,1640,低风险
216,0,7103,低风险
240,0,2698,低风险
2194619,3,0,低风险
328,0,788,低风险
192,0,950,低风险
896,0,333,低风险
302,0,2550,低风险
319,0,4509,低风险
300,0,1466,低风险
223,0,482,低风险
44,0,44,低风险
202,0,1032,低风险
210,0,3754,低风险
288,0,555,低风险
0,0,0,低风险
12286,0,0,低风险
147,0,0,低风险
220,0,190,低风险
1898,5,364,低风险
0,0,0,低风险
45,0,132,低风险
0,0,0,低风险
369,0,4154,低风险
991,28,3081,低风险
297,0,1442,低风险
0,0,0,低风险
383,0,0,低风险
0,0,0,低风险
2063,20,334,低风险
1220,27,3380,低风险
320,0,308,低风险
189,0,9345,低风险
290,0,2747,低风险
143,0,9598,低风险
239,0,655,低风险
295,0,465,低风险
299,0,3162,低风险
313,0,14073,低风险
48,0,483,低风险
1447,6,328,低风险
278,0,5651,低风险
216,0,6979,低风险
42,0,75,低风险
172,0,0,低风险
31,0,0,低风险
302,0,2943,低风险
861,0,326,低风险
0,0,0,低风险
46,0,46,低风险
45,0,166,低风险
1470,0,0,低风险
30,0,0,低风险
0,0,0,低风险
0,0,0,低风险
296,0,11753,低风险
241,0,807,低风险
12,0,0,低风险
46,0,132,低风险
0,0,0,低风险
307,0,1354,低风险
7196,0,0,低风险
147,0,0,低风险
359,0,1960,低风险
1153,0,335,低风险
76,0,45,低风险
36,0,0,低风险
39,0,99,低风险
5319,0,0,低风险
329,0,3982,低风险
44,0,72,低风险
2844,1,367,低风险
288,0,401,低风险
415,0,704,低风险
45,0,45,低风险
333,0,5726,低风险
44,0,128,低风险
44,0,133,低风险
223,0,4739,低风险
300,0,1075,低风险
280,0,12913,低风险
333,0,2547,低风险
241,0,1035,低风险
43,0,43,低风险
46,0,127,低风险
347,0,298,低风险
1161,1,329,低风险
240,0,1475,低风险
2524,0,332,低风险
229,0,770,低风险
4892,0,0,低风险
212,0,2739,低风险
46,0,138,低风险
212,0,2809,低风险
44,0,44,低风险
245,0,0,低风险
45,0,123,低风险
1154,0,370,低风险
216,0,280,低风险
331,0,868,低风险
299,0,1107,低风险
235,0,1840,低风险
954,13,328,低风险
66,0,18,低风险
228,0,990,低风险
3446,0,328,低风险
203,0,983,低风险
44,0,76,低风险
1024,0,331,低风险
516,0,4,低风险
367,0,3200,低风险
221,0,398,低风险
1384,1,362,低风险
228,0,1305,低风险
277,0,1925,低风险
308,0,774,低风险
231,0,1225,低风险
30,0,0,低风险
257,0,1065,低风险
334,0,2783,低风险
105,0,145,低风险
4539,0,0,低风险
249,0,976,低风险
1524,27,4152,低风险
241,0,429,低风险
204,0,2494,低风险
1133,0,329,低风险
193,0,2833,低风险
234,0,7203,低风险
2612,0,331,低风险
306,0,1104,低风险
363,0,492,低风险
208,0,1204,低风险
1458,29,4152,低风险
229,0,2090,低风险
1214,0,0,低风险
31,0,0,低风险
1686,9,488,低风险
180,0,2401,低风险
45,0,147,低风险
213,0,13357,低风险
787,0,332,低风险
855,28,2586,低风险
48,0,48,低风险
255,0,1249,低风险
242,0,971,低风险
283,0,170,低风险
227,0,484,低风险
195,0,1042,低风险
331,0,3541,低风险
35,0,130,低风险
250,0,1832,低风险
147,1464,105,低风险
167,0,657,低风险
0,5042,5129964,低风险
234,0,193,低风险
235,0,654,低风险
215,0,2288,低风险
71,0,0,低风险
306,0,560,低风险
247,0,2431,低风险
45,0,140,低风险
196,0,3282,低风险
34,0,0,低风险
334,0,1694,低风险
313,0,1292,低风险
147,1990,105,低风险
0,0,0,低风险
46,0,46,低风险
309,0,390,低风险
36,0,0,低风险
105,0,145,低风险
45,0,72,低风险
42,0,73,低风险
43,0,135,低风险
5167,17833,65909,低风险
241,0,1556,低风险
198,0,810,低风险
287,0,2537,低风险
335,0,580,低风险
218,0,302,低风险
247,0,1910,低风险
45,0,70,低风险
244,0,7207,低风险
215,0,288,低风险
281,0,1745,低风险
853,0,278,低风险
195,0,319,低风险
212,0,882,低风险
105,0,145,低风险
231,0,2507,低风险
315,0,347,低风险
0,0,0,低风险
302,0,18308,低风险
334,0,743,低风险
301,0,1075,低风险
275,0,313,低风险
219,0,3846,低风险
200,0,267,低风险
1136,0,340,低风险
78,0,0,低风险
42,0,132,低风险
288,0,1279,低风险
44,0,44,低风险
991,13,330,低风险
218,0,281,低风险
181,0,0,低风险
172,0,2595,低风险
223,0,347,低风险
0,0,0,低风险
316,0,473,低风险
1511,27,4152,低风险
205,232,6096,低风险
3346,1,374,低风险
190,0,1227,低风险
256,0,15968,低风险
273,0,5189,低风险
307,0,5669,低风险
330,0,2445,低风险
43,0,43,低风险
1714,1,376,低风险
3775,0,0,低风险
310,0,3222,低风险
2194,0,337,低风险
1194,0,391,低风险
143,0,9598,低风险
46,0,72,低风险
0,0,0,低风险
12165,0,0,低风险
247,0,9324,低风险
185,0,7129,低风险
46,0,75,低风险
105,0,146,低风险
2099,0,368,低风险
334,0,280,低风险
667,0,332,低风险
525,8,335,低风险
1065,0,328,低风险
44,0,71,低风险
1052,0,284,低风险
486700,667,231624,低风险
43,0,74,低风险
313,0,406,低风险
235,0,128,低风险
160,0,10210,低风险
238,21,772,低风险
210,0,6746,低风险
42,0,125,低风险
352,0,13356,低风险
122,1,232,低风险
260,0,301,低风险
147,210,105,低风险
358,0,11355,低风险
1020,0,333,低风险
220,0,695,低风险
199,0,19271,低风险
300,0,891,低风险
992,15,329,低风险
299,0,2282,低风险
250,0,1832,低风险
202,0,421,低风险
326,0,276,低风险
309,0,752,低风险
249,0,484,低风险
45,0,81,低风险
339,0,11763,低风险
71,0,0,低风险
45,0,115,低风险
2194619,3,0,低风险
45,0,126,低风险
212,0,2809,低风险
212,0,5723,低风险
315,0,347,低风险
218,0,390,低风险
2061,1,335,低风险
78,0,0,低风险
339,0,454,低风险
2540,5,323,低风险
1436,0,433,低风险
197,0,4966,低风险
879,0,0,低风险
43,0,129,低风险
247,0,2431,低风险
44,0,140,低风险
306,0,376,低风险
710,0,328,低风险
325,0,2794,低风险
268,0,2238,低风险
258,0,9595,低风险
145,0,0,低风险
221,0,294,低风险
0,0,0,低风险
313,0,8110,低风险
6,0,147,低风险
2092,0,336,低风险
73,0,44,低风险
301,0,310,低风险
105,0,0,低风险
373,0,0,低风险
46,0,130,低风险
192,0,4977,低风险
327,0,5220,低风险
338,0,11271,低风险
207,0,296,低风险
516,0,4,低风险
46,0,75,低风险
250,0,2647,低风险
237,0,4428,低风险
2194619,2,0,低风险
256,0,2381,低风险
0,0,0,低风险
43,0,132,低风险
189,0,314,低风险
200,0,8585,低风险
1086,0,334,低风险
336,0,1294,低风险
3946,3,332,低风险
0,0,0,低风险
0,0,0,低风险
13,0,144,低风险
105,0,145,低风险
6,10,139,低风险
221,0,1481,低风险
113,0,0,低风险
195,0,5760,低风险
227,0,1317,低风险
283,0,255,低风险
312,0,284,低风险
147,5682,105,低风险
42,0,42,低风险
274,0,2592,低风险
211,0,1719,低风险
0,0,0,低风险
1206,27,3380,低风险
46,0,132,低风险
43,0,69,低风险
227,0,853,低风险
303,0,1380,低风险
328,0,16319,低风险
298,0,2239,低风险
215,0,1080,低风险
44,0,131,低风险
36,0,101,低风险
36,0,101,低风险
234,0,1244,低风险
12,0,0,低风险
373,0,3040,低风险
227,0,2047,低风险
295,0,559,低风险
44,0,75,低风险
258,0,1747,低风险
306,0,1248,低风险
29954,0,0,低风险
105,1,146,低风险
854,0,0,低风险
30,0,0,低风险
44,0,129,低风险
105,1,147,低风险
320,0,2674,低风险
42,0,126,低风险
201,0,468,低风险
276,0,296,低风险
2010,3,334,低风险
213,0,3938,低风险
0,0,0,低风险
307,0,863,低风险
369,0,4154,低风险
60814,0,387,低风险
758,1,332,低风险
323,0,1680,低风险
112,0,46,低风险
237,63,406,低风险
209,0,2445,低风险
232,0,347,低风险
302,0,1380,低风险
219,0,1042,低风险
851,0,479,低风险
317,0,15675,低风险
879,0,0,低风险
1723,0,330,低风险
303,78,185,低风险
347,0,1366,低风险
308,0,769,低风险
307,0,885,低风险
185,0,7225,低风险
2491,3,366,低风险
335,0,2370,低风险
235,0,2710,低风险
213,0,2713,低风险
0,0,0,低风险
44,0,44,低风险
1721,0,387,低风险
252,151,238,低风险
45,0,82,低风险
49,0,115,低风险
314,0,2055,低风险
42,0,72,低风险
30,0,0,低风险
57,1,170,低风险
0,0,0,低风险
276,0,0,低风险
30,0,0,低风险
237,0,10432,低风险
175,0,1856,低风险
44,0,44,低风险
237,0,18604,低风险
44,0,78,低风险
44,0,44,低风险
637,0,329,低风险
284,0,292,低风险
221,0,8440,低风险
45,0,133,低风险
245,0,0,低风险
208,297,1820,低风险
44,0,115,低风险
244,0,7848,低风险
339,0,19790,低风险
156,0,307,低风险
1353,0,330,低风险
242,0,13292,低风险
0,0,0,低风险
42,0,42,低风险
226,0,702,低风险
308,0,1899,低风险
292,0,3543,低风险
233,0,1075,低风险
317,0,24716,低风险
182,0,0,低风险
1504,0,338,低风险
284,0,681,低风险
213,0,900,低风险
285,0,281,低风险
45,0,45,低风险
308,0,579,低风险
247,0,1656,低风险
320,0,2367,低风险
300,0,1466,低风险
304,0,2013,低风险
43,0,111,低风险
46,0,46,低风险
194,0,1366,低风险
43,0,70,低风险
145,13335,105,低风险
293,0,491,低风险
286,0,1368,低风险
63,0,0,低风险
192,0,0,低风险
11895,5,1359,低风险
222,0,1483,低风险
147,0,0,低风险
4539,0,0,低风险
219,0,283,低风险
323,0,1651,低风险
182,0,0,低风险
36,0,101,低风险
260,0,1160,低风险
233,0,636,低风险
240,0,885,低风险
226,0,2006,低风险
0,0,0,低风险
218,0,923,低风险
44,0,128,低风险
352,0,376,低风险
7,2,136,低风险
2462,4,332,低风险
126,0,243,低风险
307,0,635,低风险
2522,0,326,低风险
354,0,1875,低风险
7767,0,0,低风险
1180,1,335,低风险
305,0,0,低风险
233,0,636,低风险
146,2532,105,低风险
316,0,1054,低风险
321,0,22780,低风险
30,0,0,低风险
337,0,578,低风险
327,0,1469,低风险
3007,5,334,低风险
227,0,23473,低风险
319,0,1338,低风险
1599,0,330,低风险
253,0,2099,低风险
284,0,5989,低风险
339,0,2431,低风险
218,0,974,低风险
251,0,352,低风险
44,0,44,低风险
328,0,3200,低风险
30,0,0,低风险
265,0,8646,低风险
105,0,145,低风险
293,0,2325,低风险
243,0,2006,低风险
214,0,1651,低风险
1723,0,334,低风险
334,0,2280,低风险
218,0,36749,低风险
45,0,135,低风险
0,0,0,低风险
0,0,0,低风险
204,0,2674,低风险
223,0,866,低风险
6,0,147,低风险
293,0,1875,低风险
295,0,2649,低风险
210,0,284,低风险
288,0,337,低风险
211,0,362,低风险
1381,7,340,低风险
147,2005,105,低风险
0,0,0,低风险
129,0,45,低风险
318,0,8230,低风险
243,0,1322,低风险
283,0,29165,低风险
212,0,1448,低风险
213,0,310,低风险
930,0,333,低风险
376,0,4675,低风险
7321,0,0,低风险
303,0,3629,低风险
30,0,0,低风险
105,0,105,低风险
236,0,2033,低风险
1224,0,328,低风险
342,0,253,低风险
705,0,330,低风险
211,0,480,低风险
231,0,1187,低风险
1577,0,330,低风险
212,0,383,低风险
299,0,1719,低风险
306,0,5080,低风险
1289,0,391,低风险
35,0,91,低风险
130,0,44,低风险
35,0,51,低风险
332,0,405,低风险
361,0,370,低风险
854,0,328,低风险
210,0,1295,低风险
516,0,4,低风险
328,81,189,低风险
45,0,77,低风险
137,81,4101,低风险
252,0,8260,低风险
44,0,136,低风险
262,0,6604,低风险
44,0,115,低风险
46,0,127,低风险
308,0,7003,低风险
71,0,0,低风险
567,0,0,低风险
215,0,2664,低风险
43,0,43,低风险
288,0,392,低风险
304,0,651,低风险
147,9725,105,低风险
260,0,1160,低风险
301,0,480,低风险
960,0,0,低风险
224,0,1551,低风险
42,0,73,低风险
337,0,1158,低风险
237,0,302,低风险
19,0,0,低风险
895,0,328,低风险
312,0,296,低风险
244,0,1215,低风险
214,0,4115,低风险
803,0,389,低风险
285,0,6356,低风险
209,0,1965,低风险
228,0,596,低风险
42,0,42,低风险
246,27,772,低风险
222,0,314,低风险
0,0,0,低风险
8737,0,0,低风险
326,0,1672,低风险
256,0,398,低风险
297,0,526,低风险
45,0,135,低风险
383,0,0,低风险
178,0,368,低风险
748,0,0,低风险
195,0,1993,低风险
1116,4,333,低风险
228,0,328,低风险
206,0,49083,低风险
1466,102,4152,低风险
343,0,520,低风险
236,0,324,低风险
199,0,986,低风险
145,1609,105,低风险
227,0,2047,低风险
43,0,43,低风险
352,0,13336,低风险
241,0,429,低风险
301,0,310,低风险
224,0,1998,低风险
235,0,1211,低风险
0,0,0,低风险
255,0,310,低风险
0,0,0,低风险
331,0,1397,低风险
1163,0,489,低风险
